propertyID,name,formerName,streetAddress,city,market,state,lat,lng
85630,Curry Junction,,3549 Curry Lane,Abilene,Abilene,TX,32.405355,-99.77368
85631,Riatta Ranch,,1111 Musken,Abilene,Abilene,TX,32.453461,-99.704162
85633,Timber Ridge,,3602 Rolling Green Drive,Abilene,Abilene,TX,32.400155,-99.769077
85678,Indian Run,,3500 Cedar Run,Abilene,Abilene,TX,32.4033415,-99.7743763
85680,Warwick,,2400 Arrowhead,Abilene,Abilene,TX,32.394751,-99.75114
85681,Country Club Villas,,4450 Ridgemont Drive,Abilene,Abilene,TX,32.396405,-99.765086
85682,Reserve at Abilene,,3649 Cedar Run Road,Abilene,Abilene,TX,32.402668,-99.771361
85683,The Edge,Cimarron,500 North Judge Ely,Abilene,Abilene,TX,32.4523181,-99.7067642
85687,Residence at Heritage Park,,2789 E Lake Rd,Abilene,Abilene,TX,32.483791,-99.690306
85690,The Arch,T he Grove,2702 N. Judge Ely Blvd,Abilene,Abilene,TX,32.482532,-99.709817
85691,Mesquite Square,,750 North Judge Ely Boulevard,Abilene,Abilene,TX,32.4552303,-99.7062789
85692,Sandpiper,,2102 Beechwood Lane,Abilene,Abilene,TX,32.473156,-99.765702
91741,Tylor Grand ,,3702 Rolling Green Dr.,Abilene,Abilene,TX,32.40017898,-99.77183528
100448,La Ventana,,2109 TX-351,Abilene,Abilene,TX,32.48252,-99.68717
100780,Canterbury Crossing,,1250 Yeomans Road,Abilene,Abilene,TX,32.444885,-99.702461
100851,University Park,,2150 North Judge Ely Boulevard,Abilene,Abilene,TX,32.472031,-99.705887
85605,The Eddison,The Canyons at 45 West,4101 SW 45th,Amarillo,Amarillo,TX,35.16365,-101.881
85607,Red Oak Ranch,,5601 Bell St.,Amarillo,Amarillo,TX,35.148751,-101.90078
85609,Treepoint Meadows,,4600 S Virginia St,Amarillo,Amarillo,TX,35.16148,-101.8809
85610,Stonegate,,6400 Bell,Amarillo,Amarillo,TX,35.139677,-101.9030949
85612,Tree Point Meadows,,4711 South Virginia,Amarillo,Amarillo,TX,35.159255,-101.880579
85613,Country Club Villas,,4401 South Coulter,Amarillo,Amarillo,TX,35.163052,-101.918777
85615,Newport,,6100 Southwest 45th,Amarillo,Amarillo,TX,35.162345,-101.904093
85747,Chasewood,,3420 South Coulte,Amarillo,Amarillo,TX,35.17548,-101.9215
85748,Dove Park,,7501 Seville,Amarillo,Amarillo,TX,35.16471,-101.924
85749,The Little Armadillo,Kensington,1524 Bell St,Amarillo,Amarillo,TX,35.198003,-101.903153
85750,Huntington Pointe,,6801 Wolflin,Amarillo,Amarillo,TX,35.190413,-101.913567
85751,Renaissance,,8200 Amarillo Blvd,Amarillo,Amarillo,TX,35.2218826,-101.8769493
85752,Town Parc,,6501 Woodward St.,Amarillo,Amarillo,TX,35.194645,-101.911232
85753,Rock Island,Willow Glen,7101 Wolflin,Amarillo,Amarillo,TX,35.189891,-101.918777
85760,The Enclave,Tiffany,6209 I40 West,Amarillo,Amarillo,TX,35.1999006,-101.9085851
89115,Buffalo Springs,Canyon Ranch,4615 S. Virginia,Amarillo,Amarillo,TX,35.16096,-101.879
89117,Amarillo Square,Paramount Terrace,4210 Paramount Blvd,Amarillo,Amarillo,TX,35.165935,-101.886702
89127,Lambie Lane,,4302 W 51st Avenue,Amarillo,Amarillo,TX,35.153913,-101.8850526
107152,Hunters Crossing,,1800 Wisdom Dr.,Amarillo,Amarillo,TX,35.194347,-101.908088
139048,Windtree,,631 Brennan Blvd,Amarillo,Amarillo,TX,35.17446,-101.9241
249298,Ridgecrest,,4343 Ridgecrest Cir,Amarillo,Amarillo,TX,35.1665,-101.8893
249352,Indian Trail,,4120 Prairie Ave,Amarillo,Amarillo,TX,35.1613,-101.8824
78874,Jefferson at Perimeter,,4867 Ashford Dunwoody Rd,Dunwoody,Atlanta,GA,33.9389534,-84.33553314
78876,Gardens at Camp Creek,Washington Gardens,4555 Washington Rd,College Park,Atlanta,GA,33.631248,-84.494544
78877,Flint River Apartment Homes,,240 Flint River Rd,Jonesboro,Atlanta,GA,33.51802444,-84.38433838
78878,Campbell Crossing,,303 Senoia Rd,Fairburn,Atlanta,GA,33.55469513,-84.58367157
78879,Summer Park,,1525 Laurel Crossing Pkwy,Buford,Atlanta,GA,34.05422974,-83.98283386
78880,Bridgewater,Bridgewater at Mount Zion,3156 Mount Zion,Stockbridge,Atlanta,GA,33.55536652,-84.28741455
78881,Gables Century Center,,1740 Century Circle NE,Atlanta,Atlanta,GA,33.84797287,-84.31069946
78882,Hawthorne at Mirror Lake I & II,Preserve at Mirror Lake,9400 Conners Rd,Villa Rica,Atlanta,GA,33.73394012,-84.88313293
78883,White Park,Sandalwood,115 White Park Pl,Dallas,Atlanta,GA,33.90633011,-84.80026245
78884,Preston Creek at McDonough,,100 Preston Creek Drive,McDonough,Atlanta,GA,33.43456618,-84.17718977
78885,Parc Alpharetta,,1000 Fanfare Way,Alpharetta,Atlanta,GA,34.05040359,-84.30269623
78886,Heritage Reserve,,10 Creste Drive,Decatur,Atlanta,GA,33.71004486,-84.19101715
78887,Brumby Lofts,,111 N Marietta Pkwy NE,Marietta,Atlanta,GA,33.95871006,-84.54972647
78888,Lantern Ridge,,1810 Roswell Rd,Marietta,Atlanta,GA,33.95710754,-84.4977951
78889,Greenhouse,,3885 George Busbee Pkwy NW,Kennesaw,Atlanta,GA,34.0439415,-84.57836151
78890,Camden Brookwood,,147 26th St NW,Atlanta,Atlanta,GA,33.80257,-84.39731
78892,Garden Court,,4060 Janice Drive,Atlanta,Atlanta,GA,33.64603806,-84.48847198
78896,The Pointe at Perimeter,,100 Ashford Gables Drive,Dunwoody,Atlanta,GA,33.93517303,-84.34128571
78897,Camden Peachtree City,,100 Merrick Drive,Peachtree City,Atlanta,GA,33.39845829,-84.60414514
78898,Collingwood,,3400 Kimball Bridge Rd,Alpharetta,Atlanta,GA,34.05060959,-84.26215363
78899,Aspire Perimeter,Glenridge Walk,5385 Peachtree Dunwoody Road NE,Atlanta,Atlanta,GA,33.90174103,-84.35135651
78900,Gramercy at Buckhead,,3315 Roswell Road NE,Atlanta,Atlanta,GA,33.84553528,-84.37996674
78901,The Oaks,Laurel Oaks,175 Woodlake Pl,Athens,Atlanta,GA,33.93473,-83.31944
78902,Brentwood Village,,1935 Alison Court SW,Atlanta,Atlanta,GA,33.70054626,-84.45066833
78903,Biltmore at Midtown,,855 W Peachtree St NW,Atlanta,Atlanta,GA,33.77782822,-84.38652039
78904,Edgewater on Lanier,,2419 Old Thompson Bridge Rd,Gainesville,Atlanta,GA,34.33524323,-83.84729004
78905,Walton Lakes & Legacy at Walton Lakes,,4687 Camp Creek Pkwy SW,Atlanta,Atlanta,GA,33.66688538,-84.54307556
78906,Venetian Hills,,1829 Campbellton Road SW,Atlanta,Atlanta,GA,33.710937,-84.448417
78907,CoHo,Colonial Homes,177 North Colonial Home Circle NW,Atlanta,Atlanta,GA,33.81525,-84.39727
78908,Ascent at Riverdale,Noble Oaks,634 Roy Huie Rd,Riverdale,Atlanta,GA,33.58090973,-84.40762329
78909,Westpark Village,,370 Westfork Blvd,Lithia Springs,Atlanta,GA,33.79274368,-84.62529755
78910,Iris Glen,,101 Iris Glen Drive SE,Conyers,Atlanta,GA,33.64593887,-83.99597168
78912,Merritt at Sugarloaf,,2951 Satellite Blvd,Duluth,Atlanta,GA,33.96657562,-84.11332703
78913,The Element,Ivy Park,2035 Memorial Drive SE,Atlanta,Atlanta,GA,33.74730505,-84.3205706
78915,Bellingham,,1625 Roswell Rd,Marietta,Atlanta,GA,33.95457458,-84.50650787
78916,Park 83,Centennial Ridge,100 Calibre Creek Pkwy,Roswell,Atlanta,GA,34.01383013,-84.30186488
78917,Spring Pointe,,1301 Oakview Rd,Decatur,Atlanta,GA,33.7570343,-84.30593872
78918,Lakeside At Arbor Place,Lakeside At Arbor Place,3000 Georgia 5,Douglasville,Atlanta,GA,33.720108,-84.760353
78919,Astor Place,Idlewylde,1435 Boggs Rd,Duluth,Atlanta,GA,33.95391846,-84.09018707
78920,The Fairways at Peach Tree City,Concord Village,100 Peachtree Station Circle,Peachtree City,Atlanta,GA,33.373,-84.55591
78921,Montega,,5048 Old Dixie Hwy,Forest Park,Atlanta,GA,33.61671448,-84.38153839
78922,Peachtree Place North,,4607 Peachtree Place Pkwy,Doraville,Atlanta,GA,33.93053547,-84.26731333
78923,Marquis Midtown District,Heights Armour,415 Armour Drive NE,Atlanta,Atlanta,GA,33.81173,-84.37382
78924,Ashford Druid Hills,Park at Briarcliff,1491 Druid Valley Drive NE,Atlanta,Atlanta,GA,33.82424,-84.33109
78925,Oak Hill,,105 Oak Hill Drive,Athens,Atlanta,GA,33.97513,-83.35711
78926,Stonecreek On The Green,,3974 Annistown Rd,Snellville,Atlanta,GA,33.80273056,-84.04536438
78927,Element 41,Arium 41,991 Wylie Road SE,Marietta,Atlanta,GA,33.9281,-84.503822
78928,Woodland Hills,,3471 N Druid Hills Rd,Decatur,Atlanta,GA,33.80905914,-84.29203796
78929,Ivy Ridge,,2650 Bentley Road SE,Marietta,Atlanta,GA,33.917835,-84.477317
78930,Riverstone at Powers Ferry,,899 Powers Ferry Road SE,Marietta,Atlanta,GA,33.931358,-84.473106
78931,Regal Forest,,5771 Trammell Rd,Morrow,Atlanta,GA,33.59748077,-84.32313538
78933,Calibre Woods,,2075 Lavista Road NE,Atlanta,Atlanta,GA,33.81406,-84.315185
78934,Camden Midtown,,265 Ponce De Leon Ave NE,Atlanta,Atlanta,GA,33.77176666,-84.37853241
78935,The Crest at Northside,Highland Ridge,499 Northside Circle NW,Atlanta,Atlanta,GA,33.79815674,-84.40588379
78936,Brookstone of Brookhaven,Marquis at Brookhaven,1322 Briarwood Road NE,Atlanta,Atlanta,GA,33.85309601,-84.33535004
78937,Pencil Factory,,349 Decatur St SE,Atlanta,Atlanta,GA,33.74954987,-84.3782196
78938,Kenco - LaVista,,2284 Lavista Road NE,Atlanta,Atlanta,GA,33.81896362,-84.31075841
78939,Post Parkside,,250 10th St NE,Atlanta,Atlanta,GA,33.78207016,-84.37895203
78941,Post Glen,,4120 Peachtree Road NE,Atlanta,Atlanta,GA,33.862735,-84.340263
78942,Premier,West Place and West Parc,7200 Six Flags Pkwy,Austell,Atlanta,GA,33.7819252,-84.5661087
78943,Woodland Trace,,1669 Iris Drive SE,Conyers,Atlanta,GA,33.642482,-83.995658
78944,The Fairways at Jennings Mill,,355 Jennings Mill Pkwy,Athens,Atlanta,GA,33.93598,-83.4702
78945,Willow Way,,5890 Riverdale Rd,Atlanta,Atlanta,GA,33.59514467,-84.42893587
78946,The Knolls,Madison at The Knolls,1675 Roswell Rd,Marietta,Atlanta,GA,33.95609283,-84.50518799
78947,Arium Vinings Station,Estates At Vinings Station,4695 N Church Ln SE,Smyrna,Atlanta,GA,33.83867645,-84.47861481
78948,Chateau Montagne,,2628 Northeast Expressway NE,Atlanta,Atlanta,GA,33.85625458,-84.29805756
78949,The Peninsula at Buckhead,Lindbergh Vista,2591 Piedmont Road NE,Atlanta,Atlanta,GA,33.82549614,-84.367119
78950,The Enclave at Riverdale,Rivermont,1507 Pine Drive,College Park,Atlanta,GA,33.60238647,-84.44199371
78951,Arbor Mill,,1850 Graves Rd,Norcross,Atlanta,GA,33.90501022,-84.22699738
78952,Amber Grove At Olley Creek,Crescent Square,2050 Austell Road SW,Marietta,Atlant a,GA,33.904579,-84.568809
78953,Water Oak Village,,5074 Old Dixie Hwy,Forest Park,Atlanta,GA,33.61593246,-84.38209534
78955,Wood Haven at Park Bridge,ALARA Park Bridge,15000 Parkview Lane,Alpharetta,Atlanta,GA,34.06022263,-84.23388672
78956,17th Street Lofts,,260 17th St NW,Atlanta,Atlanta,GA,33.79107535,-84.39472899
78957,Columns at Vinings,Tamarron at Vinings,1900 Tamarron Pkwy SE,Smyrna,Atlanta,GA,33.8417244,-84.48158264
78958,Laurel Point,,228 Morrow Rd,Forest Park,Atlanta,GA,33.59431458,-84.38096619
78959,Ashford 2788,Defoors Ferry West,2788 Defoors Ferry Road NW,Atlanta,Atlanta,GA,33.81989288,-84.4460907
78960,IMT Alpharetta,Cypress Point,3500 N Point Pkwy,Alpharetta,Atlanta,GA,34.07154846,-84.25293732
78962,River Ridge,Harmony Ridge,235 Roberts Drive,Riverdale,Atlanta,GA,33.55862506,-84.40187976
78963,Arrive Buckhead,Ivy at Buckhead,740 Sidney Marcus Blvd NE,Atlanta,Atlanta,GA,33.82731247,-84.36385345
78964,The Sheridan at North Druid Hills,Gables Sheridan,1514 Sheridan Road NE,Atlanta,Atlanta,GA,33.82557297,-84.33803558
78967,Block Lofts,,747 Ralph McGill Blvd NE,Atlanta,Atlanta,GA,33.76657867,-84.36091614
78968,Crossing at McDonough,,100 Crossing Blvd,McDonough,Atlanta,GA,33.42164,-84.15683
78969,Waters Edge,Hunters Glen,8601 Roberts Drive,Atlanta,Atlanta,GA,33.99385071,-84.33604431
78970,Orchard Lane,,6862 Mableton Pkwy SE,Mableton,Atlanta,GA,33.78508759,-84.54634857
78971,Alta Ridenour,,1355 Ridenour Blvd NW,Kennesaw,Atlanta,GA,33.9956665,-84.58925629
78972,Hidden Pines at Tara,,790 Dixon Rd,Jonesboro,Atlanta,GA,33.53026581,-84.36576843
78973,Sierra Village,Marquis Village,2615 Oak Shadow Ln NE,Atlanta,Atlanta,GA,33.86263266,-84.30494606
78974,Dunwoody Po inte,,7901 Roswell Rd,Sandy Springs,Atlanta,GA,33.972724,-84.353889
78975,The Fields Lake Lanier,,150 Orchard Brook Drive,Gainesville,Atlanta,GA,34.27614594,-83.88301849
78976,Carrollton Crossing,,1205 Maple St,Carrollton,Atlanta,GA,33.57426453,-85.09186554
78977,The Alcove,Jasmine Woodlands,2200 Woodlands Drive SE,Smyrna,Atlanta,GA,33.89115906,-84.49364471
78979,Anderson at Clairmont,Westchester at Clairmont,2500 Northeast Expressway NE,Atlanta,Atlanta,GA,33.85330963,-84.30131531
78980,Seventeen West,Icon City,391 17th St NW,Atlanta,Atlanta,GA,33.79114106,-84.40060638
78981,Estates 1700,Marquis Estates,1700 Treehouse Pkwy,Norcross,Atlanta,GA,33.89605701,-84.21633728
78982,Magnolia Creste,,201 Butler Industrial Drive,Dallas,Atlanta,GA,33.90764999,-84.80095673
78983,The Lakehouse at Martin's Landing,Avistele at Martin's Landing,1500 Harbor Landing,Roswell,Atlanta,GA,34.00808716,-84.31661224
78984,Medlock Woods,,5151 Beverly Glen Village Lane,Norcross,Atlanta,GA,33.96743393,-84.20560455
78985,Lofts Perimeter Center,,100 Perimeter Lofts Circle,Atlanta,Atlanta,GA,33.92655182,-84.32889557
78986,Wood Creek,,600 Old Holcomb Bridge Rd,Roswell,Atlanta,GA,34.02501158,-84.32791784
78988,Southwood Vista,,2100 Southwood Blvd SW,Atlanta,Atlanta,GA,33.69559877,-84.51918282
78989,Windward Place,,3080 Market Pl,Alpharetta,Atlanta,GA,34.09052722,-84.23760585
78990,Alexander Mill,,158 Paper Mill Rd,Lawrenceville,Atlanta,GA,33.957599,-83.967369
78991,Villas at Princeton Lake,Preserve at Cascade,751 Fairburn Road SW,Atlanta,Atlanta,GA,33.73545074,-84.51226807
78992,The Brooke,AMLI at North Briarcliff,2500 Shallowford Road NE,Atlanta,Atlanta,GA,33.86071014,-84.28757477
78993,771 Lindbergh,,771 Lindbergh Drive NE,Atlanta,Atlanta,GA,33.81977081,-84.36250305
78994,Allure in Buckhead Village,Atrium In Buckhead Village,360 Pharr Road NE,Atlanta,Atlanta,GA,33.83752441,-84.37574005
78995,Alta Mill,,1650 Anderson Mill Rd,Austell,Atlanta,GA,33.84965897,-84.60187531
78996,Ashford at Spring Lake,,6200 Bakers Ferry Road SW,Atlanta,Atlanta,GA,33.72527406,-84.57110703
78997,Park on Sweetwater,Ashford 3400,3400 Sweetwater Rd,Lawrenceville,Atlanta,GA,33.9452,-84.11684
78999,The Woodridge,,2567 Whites Mill Rd,Decatur,Atlanta,GA,33.71158004,-84.29167517
79000,Bridlewood,,1150 Sigman Road NE,Conyers,Atlanta,GA,33.67652893,-83.99280548
79002,Oak Tree Villas,Kensington Station,3465 Kensington Rd,Decatur,Atlanta,GA,33.76895905,-84.24713135
79003,Belmont at Park Bridge,,150 Rockberry Lane,Alpharetta,Atlanta,GA,34.06330109,-84.24365997
79004,Highland Arms,,5503 River dale Rd,College Park,Atlanta,GA,33.605213,-84.436981
79005,The Reserve at Sugarloaf,,2605 Meadow Church Rd,Duluth,Atlanta,GA,33.99261475,-84.09742737
79006,Chroma Park,Century Brook,2105 Mesa Valley Way,Austell,Atlanta,GA,33.85266876,-84.61669922
79007,Mariposa Lofts,,100 Montag Circle NE,Atlanta,Atlanta,GA,33.75949703,-84.36173715
79008,251 North,Sono Vista,300 Cityline Ave NE,Atlanta,Atlanta,GA,33.77019033,-84.37846743
79009,The Goodwynn at Town Brookhaven,,705 Town Blvd,Atlanta,Atlanta,GA,33.870182,-84.336997
79010,The Roosevelt,,745 Hansell St SE,Atlanta,Atlanta,GA,33.74008588,-84.3645937
79011,Stonetree,,2414 Stone Rd,East Point,Atlanta,GA,33.66706,-84.468254
79013,TownPark Crossing,,3725 George Busbee Pkwy NW,Kennesaw,Atlanta,GA,34.04078293,-84.57577515
79014,The Reserve at Gwinnett,The Reserve at Gwyneth,1780 Graves Rd,Norcross,Atlanta,GA,33.90274429,-84.22824097
79015,Douglasville Proper,,8424 Chicago Ave,Douglasville,Atlanta,GA,33.75100449,-84.75506835
79016,Carrington Point,,50 Carrington Lane,Douglasville,Atlanta,GA,33.71463013,-84.756073
79017,Dunson,,227 E College St,Griffin,Atlanta,GA,33.24468613,-84.26121521
79020,23Thirty Cobb,23 Thirty Cobb,2330 Cobb Pkwy SE,Smyrna,Atlanta,GA,33.89320755,-84.48284912
79021,Villas Del Camino,Sienna Heights,1355 Graves Rd,Norcross,Atlanta,GA,33.89858627,-84.21468353
79022,Pines at Green Briar,Deerfield Gardens,2909 Campbellton Road SW,Atlanta,Atlanta,GA,33.70080948,-84.48352814
79023,Brentwood Downs,,500 Pleasant Hill Road NW,Lilburn,Atlanta,GA,33.91163635,-84.11126709
79024,Duck Pond @ Johns Creek,,10840 State Bridge Rd,Alpharetta,Atlanta,GA,34.04309082,-84.22246552
79025,Stonegate Townhomes,Stonegate Townhomes,296 Roy Huie Rd,Riverdale,Atlanta,GA,33.58531189,-84.39937592
79026,Wesley Townsend,,200 Colonial Homes Drive NW,Atlanta,Atlanta,GA,33.81397538,-84.39445473
79027,Buckhead 960,Alexan Lenox,960 E Paces Ferry Road NE,Atlanta,Atlanta,GA,33.84926224,-84.34989929
79028,Park Vista,Park Vista Commons,1940 Fisher Road SE,Atlanta,Atlanta,GA,33.71371078,-84.35935974
79029,Sutter Lake,,8104 Webb Rd,Riverdale,Atlanta,GA,33.53533936,-84.40815735
79030,The Retreat at Kedron Village,,100 Hyacinth Lane,Peachtree City,Atlanta,GA,33.43063004,-84.60237019
79031,Durant at Sugarloaf,,50 Saint Marlowe Drive,Lawrenceville,Atlanta,GA,33.92453384,-84.05856323
79032,Legacy Commons,,6259 S Norcross Tucker Rd,Tucker,Atlanta,GA,33.89120422,-84.21149053
79034,The Oxford,3400 Club Drive,3400 Club Drive,Lawrenceville,Atlanta,GA,33.94227982,-84.11491394
79035,Concord Crossing,,2935 Old Concord Road SE,Smyrna,Atlanta,GA,33.881153,-84.537521
79036,Mirador at Peachtree,Ashford Gardens,2203 Plaster Road NE,Atlanta,Atlanta,GA,33.863021,-84.299057
79038,Park At The Market Place,Park At The Market Place,3725 Princeton Lakes Pkwy SW,Atlanta,Atlanta,GA,33.65858965,-84.50866722
79039,Highland Lake,,10 Highland Lake Circle,Decatur,Atlanta,GA,33.80197115,-84.30925101
79040,Canopy Glen,Canopy,1635 Pirkle Rd,Norcross,Atlanta,GA,33.91248703,-84.19245148
79041,Carrollwood,,200 Bledsoe St,Carrollton,Atlanta,GA,33.57434464,-85.05690765
79042,The Pointe,,5130 E Ponce De Leon Ave,Stone Mountain,Atlanta,GA,33.82268143,-84.21142578
79043,Wood Terrace,,100 Wood Terrace Pl,Doraville,Atlanta,GA,33.90142143,-84.2363137
79044,Chatsworth,,4700 N Hill Pkwy,Atlanta,Atlanta,GA,33.91469032,-84.29436006
79045,Ashley Cascade,Ashley Courts at Cascade,1371 Kimberly Way SW,Atlanta,Atlanta,GA,33.71884,-84.5241
79047,The Darlington,,2025 Peachtree Road NE,Atlanta,Atlanta,GA,33.809886,-84.391151
79048,Five Oaks,,1200 Montreal Rd,Tucker,Atlanta,GA,33.82007599,-84.24971771
79049,Windcliff,,150 Gabriel Circle,Gainesville,Atlanta,GA,34.3313446,-83.80422211
79050,Clairmont Reserve,,1575 Clairmont Rd,Decatur,Atlanta,GA,33.79932314,-84.30788241
79051,Morrowood Townhomes,,5915 Trammell Rd,Morrow,Atlanta,GA,33.59317017,-84.32369232
79053,Creekside,,3637 Pleasantdale Rd,Atlanta,Atlanta,GA,33.89413834,-84.23406219
79054,Alexandria Landing,,2135 Godby Rd,College Park,Atlanta,GA,33.61781311,-84.45954895
79055,Ashford Town & Country,,50 Clay St,Fairburn,Atlanta,GA,33.56992722,-84.57296753
79056,The Whitney at Sandy Springs,The Falls at Sandy Springs,5555 Roswell Road NE,Atlanta,Atlanta,GA,33.90859985,-84.37689209
79058,Post Spring,,3375 Spring Hill Pkwy SE,Smyrna,Atlanta,GA,33.86981583,-84.4794693
79059,The Fields Peachtree Retreat,One Ashley Lakes,1 Ashley Lakes Drive,Norcross,Atlanta,GA,33.94813538,-84.25849152
79060,Ashton Browns Mill,,500 Cleveland Ave SW,Atlanta,Atlanta,GA,33.68121475,-84.40519497
79061,Park 35,Robins Landing,3529 Robins Landing Way,Decatur,Atlanta,GA,33.73598747,-84.27364469
79062,Ashford 6860,Tuscana,6860 Bebout Drive,Norcross,Atlanta,GA,33.90485801,-84.23347861
79063,Marq Eight,Axis at Perimeter,8 Perimeter Center East,Atlanta,Atlanta,GA,33.92671,-84.3342
79065,Rosemont at East Cobb,,2703 Delk Road SE,Marietta,Atlanta,GA,33.92443848,-84.47538757
79066,The Park at Palatine,The Park at Palentine,5724 Riverdale Rd,Atlanta,Atlanta,GA,33.59816742,-84.42502594
79067,Artists Square,,23 Larkin Place SW,Atlanta,Atlanta,GA,33.74707413,-84.40467072
79068,Edgewater Vista,,3110 Lumby Drive,Decatur,Atlanta,GA,33.70009232,-84.26083374
79069,Sweetwater Terraces,,3555 Sweetwater Rd,Duluth,Atlanta,GA,33.94561005,-84.12165833
79071,Monroe Place,,2000 Monroe Pl NE,Atlanta,Atlanta,GA,33.80924,-84.36968
79072,Wesley Providence,,100 Wesley Providence Pkwy,Lithonia,Atlanta,GA,33.69653083,-84.10830796
79073,The Enclave at Covington,Parke on Covington,3961 Covington Hwy,Decatur,Atlanta,GA,33.75696182,-84.24052429
79074,Eagle Creek,,4280 S Lee St,Buford,Atlanta,GA,34.09558868,-84.0042038
79075,Wynfield Trace,,100 Wynfield Trce,Norcross,Atlanta,GA,33.965263,-84.241729
79076,Crestmark,,945 Crestmark Blvd,Lithia Springs,Atlanta,GA,33.780426,-84.614074
79077,The Exchange West Midtown,Atlantic Square,470 16th St NW,Atlanta,Atlanta,GA,33.78759003,-84.40449524
79078,Willow Creek,,101 Rhodes Lane,Griffin,Atlanta,GA,33.2249794,-84.24058533
79079,Harmony Grove,,2016 Olive Springs Road SE,Marietta,Atlanta,GA,33.90399933,-84.55451202
79080,Townhouse Atlanta,450 Piedmont,450 Piedmont Ave NE,Atlanta,Atlanta,GA,33.7665062,-84.3830719
79081,Echelon Park,Walden Run,100 Walden Run Pl,McDonough,Atlanta,GA,33.4488,-84.16833781
79082,Cambridge Square Townehouses,,3061 Oakcliff Rd,Doraville,Atlanta,GA,33.909309,-84.261749
79083,Terraces at Fieldstone,,50 Loch Haven Drive SE,Conyers,Atlanta,GA,33.62264252,-83.98267365
79084,Regal Vista,The Retreat Atlanta,3475 Pleasant Brook Village Lane,Atlanta,Atlanta,GA,33.87344,-84.25657
79085,Cornerstone,,2100 Winters Park Drive,Atlanta,Atlant a,GA,33.91944721,-84.26352538
79086,Legacy North,Wynchase,3699 Shallowford Road NE,Atlanta,Atlanta,GA,33.89618307,-84.28494819
79087,Oak Ridge Trace,Claridge Park,100 Claridge Park Drive,Morrow,Atlanta,GA,33.56189735,-84.33691733
79088,Carriage House,,810 Windy Hill Road SE,Smyrna,Atlanta,GA,33.89268,-84.52882
79090,The Village of College Park,,4060 Herschel Rd,Atlanta,Atlanta,GA,33.64458466,-84.46984863
79091,Springdale Glen,,3800 Brockett Trail,Clarkston,Atlanta,GA,33.8219986,-84.23374939
79092,Peaks at Martin Luther King,,2429 Martin Luther King Jr Drive SW,Atlanta,Atlanta,GA,33.75223541,-84.46687317
79093,Canterbury Town Homes,,772 Pointe South Pkwy,Jonesboro,Atlanta,GA,33.51572037,-84.41473389
79095,Arium Chastain,Arium Chastain,240 E Belle Isle Road NE,Atlanta,Atlanta,GA,33.890087,-84.379707
79096,Hampton Downs,,100 Sa ndlewood Drive,Morrow,Atlanta,GA,33.57688487,-84.30440426
79097,The Pointe at Canyon Ridge,,8350 Roswell Rd,Sandy Springs,Atlanta,GA,33.983947,-84.354217
79098,Killian Hill,Green Leaf at Killian Hill,1501 Wiloaks Drive,Snellville,Atlanta,GA,33.83615926,-84.06595856
79099,10 Perimeter Park,,10 Perimeter Park Drive,Atlanta,Atlanta,GA,33.91824722,-84.29454041
79101,Willow Trail,,1500 Willow Trail Drive,Norcross,Atlanta,GA,33.92914963,-84.16880798
79102,The Bridges of Kennesaw,,3840 Jiles Road NW,Kennesaw,Atlanta,GA,34.04557419,-84.6229248
79103,Gwinnett Pointe,Orion at Gwinnett Pointe,1300 Beaver Ruin Rd,Norcross,Atlanta,GA,33.9275856,-84.13615417
79104,Wellington Point,,50 Maner Terrace SE,Smyrna,Atlanta,GA,33.82744598,-84.48480988
79106,Dunwoody Glen,,6750 Peachtree Ind Blvd,Atlanta,Atlanta,GA,33.93398666,-84.27249908
79107,Marquis Midtown Wes t,Defoor Village,1224 Defoor Village Ct NW,Atlanta,Atlanta,GA,33.80983472,-84.42756258
79108,Willow Lake,Lakes at Stone Mountain,5100 West Mountain St,Stone Mountain,Atlanta,GA,33.80696073,-84.18063037
79109,Wildcreek,,100 Wild Circle,Clarkston,Atlanta,GA,33.81735496,-84.24073532
79110,Reserve at Stone Creek,,1420 S Hairston Rd,Stone Mountain,Atlanta,GA,33.75194795,-84.19700257
79111,Shamrock Place,,2312 Lawrenceville Hwy,Decatur,Atlanta,GA,33.81487,-84.26975
79112,Birch Run Estates,,1204 Brockett Rd,Clarkston,Atlanta,GA,33.81850563,-84.23274234
79113,Preserve at Legacy Park,,900 Legacy Park Drive,Lawrenceville,Atlanta,GA,33.96393204,-84.02804565
79114,Jackson Square,,455 Dekalb Industrial Way,Decatur,Atlanta,GA,33.78986,-84.27513
79115,Mountain Vista,,490 N Stone Mountain Lithonia Rd,Stone Mountain,Atlanta,GA,33.79272,-84.16595
79117,The Estates at Johns Creek,Addison Place,2100 Addison Lane,Johns Creek,Atlanta,GA,34.06613253,-84.20852669
79118,The Park at Athens,Lakeside,1000 Lakeside Drive,Athens,Atlanta,GA,33.91483,-83.37618
79119,Columbia at Sylvan Hills,,1150 Astor Ave SW,Atlanta,Atlanta,GA,33.70080185,-84.4265213
79120,Emerald Pointe,,501 Roberts Drive,Riverdale,Atlanta,GA,33.56552887,-84.40460205
79121,Grand Oasis,Landmark at Grand Oasis,4000 McGinnis Ferry Rd,Suwanee,Atlanta,GA,34.04420853,-84.08917236
